ltv,dti,fedti,eligibility
73.0,13.231373649501894,30.191946120387264,0
81.0,52.291861552853135,105.06407857811038,0
81.0,13.655358898721731,21.796828908554573,0
77.0,14.488922457200404,19.622482376636455,1
81.0,10.624682579989843,19.532148298628744,0
76.0,11.982248520710058,22.7154384077461,1
80.0,36.90108191653786,61.7372488408037,0
85.0,13.89403482771397,16.286155366185007,0
86.0,15.868109222050489,26.98969603297269,0
95.0,22.47833622183709,29.962218370883882,0
92.0,26.503140891414894,79.295542925516,0
74.0,13.71124031007752,25.80535368217054,1
75.0,20.247711362412492,35.14772931251122,0
91.0,17.383720930232556,41.66991279069767,0
90.0,19.443884747128752,40.77312109611122,0
74.0,11.73798950343157,17.60183689947517,1
80.0,15.682098419459702,19.70418114561148,0
83.0,17.145702902675016,35.4955890722823,0
85.0,12.70729903876624,14.421358402873139,0
77.0,34.33098591549296,68.39319248826291,0
75.0,10.207423580786026,13.145742358078605,1
91.0,26.25,49.769615384615385,0
90.0,28.061224489795915,63.636692176870746,0
88.0,31.491867638810994,80.38642736960179,0
87.0,13.205839085662555,28.600430010184454,0
79.0,36.71691792294807,76.82244556113903,0
89.99999999999999,11.53325817361894,21.173618940248026,0
90.0,16.31571607865012,23.38627806442616,0
88.0,13.82990675205033,26.56622851365015,0
71.0,23.105619025413848,36.541618092795524,0
76.0,12.800863464651915,24.07468969239072,1
89.00000000000001,10.236139630390143,18.922073921971254,0
71.0,11.155466844089599,12.418718119316923,1
91.0,19.419605196558123,25.71300826725156,0
85.0,17.75098149186764,13.825014021312395,0
86.0,20.096892749749415,33.32993651854327,0
88.0,42.090395480225986,55.771186440677965,0
89.0,9.575486753909992,18.464304713267367,0
85.0,31.964342566061767,39.110792741165234,0
89.0,40.307033202427704,102.52409853623705,0
74.00000000000001,15.199440167949616,15.449825052484256,1
74.0,22.55667038275734,22.78167967298402,1
77.0,10.524734628479871,15.073803324654516,1
82.0,29.066753078418667,65.4549578742709,0
83.0,15.078960774325012,42.24622176940058,0
95.0,15.273646638905413,39.647085068411656,0
74.0,19.0859798605732,19.126568551510456,1
74.0,16.67234913058302,32.55796113194681,0
84.0,15.009810333551341,35.144538914323086,0
89.0,15.562276601594721,42.06186417376959,0
73.0,12.26362313975607,14.936667785610386,1
76.0,14.149464332375228,14.832636529918997,1
75.99999999999999,28.180316261505784,43.94170403587444,0
85.0,28.8298347476552,32.97900848593122,0
74.0,16.038178688781098,17.20419339696448,1
76.0,15.290620871862615,18.03742844561867,1
76.0,14.537755822159493,14.54820042342978,1
90.0,46.23301770275834,58.228077398106215,0
78.99999999999999,22.82910177085556,43.609344996799656,0
85.0,35.503155097974094,33.91165725672534,0
94.0,12.656015976035945,26.964053919121316,0
78.0,36.30097645031591,51.9250430786904,0
77.0,36.76229508196721,51.9655737704918,0
94.0,14.916532040926226,36.6606085083468,0
93.0,23.144306131858,57.61433840479484,0
77.0,24.088093599449415,22.352144987382427,1
90.0,19.311911716975008,42.5533917559234,0
72.0,23.61111111111111,46.72896825396825,0
89.0,45.89186888037462,105.8739889314602,0
90.0,12.787200769878504,23.24816552387826,0
74.0,19.95324762063784,18.138921355818997,1
78.0,10.281329923273658,11.466700767263426,1
94.0,16.181358861853475,21.14705491291052,0
92.0,21.421063695606474,51.180155560227035,0
90.99999999999999,34.65770171149144,49.50977995110025,0
73.0,20.419911953945142,15.555536742295969,1
80.0,48.60062194580186,110.24344735673033,0
76.0,29.034690799396685,51.3360985419809,0
78.99999999999999,17.71112600536193,38.32121313672923,0
91.0,22.52235469448584,28.164493293591654,0
79.0,53.80733944954128,86.15963302752293,0
93.0,14.318236280853103,25.170980110232442,0
93.0,30.30955585464334,50.47590847913863,0
87.0,12.701817771254376,29.889691769222082,0
73.00000000000001,19.369515762105944,35.853103672408196,0
81.0,21.52617568766637,44.9907719609583,0
90.0,17.3380511703865,21.034158954817634,0
81.0,41.66062364031907,46.59137055837563,0
78.99999999999999,35.12352309344791,70.23165055495882,0
95.0,41.858736059479554,68.04721189591079,0
90.0,28.80803011292346,46.6961104140527,0
84.0,13.730150156638219,13.735875553635088,0
92.0,19.83170778351501,39.14496079556321,0
85.0,13.728096676737161,26.15057401812689,0
83.0,19.934804413239718,22.172266800401204,0
74.0,26.147560682528237,45.1944244172074,0
85.0,11.811107557829656,27.920903954802263,0
76.0,9.344894026974952,15.242774566473988,1
93.0,11.137610302885761,27.02015263534462,0
82.0,13.57166141475606,15.487884385526456,0
90.99999999999999,27.54337117155708,34.22981366459628,0
75.0,13.052976515565264,16.659339158929548,1
88.0,10.156962025316457,27.432303797468354,0
77.0,11.95012123311396,18.54266251010276,1
81.0,21.732825811129235,20.65687873844481,0
90.0,56.07917059377945,153.10791705937794,0
71.00000000000001,18.053704056370215,32.02570938868787,0
79.0,13.915776241357635,20.074670018856068,1
85.00000000000001,15.711805555555555,37.94756944444445,0
73.00000000000001,16.49586776859504,33.72909090909091,0
74.00000000000001,35.83719391131701,39.493050959629386,0
74.0,41.869782971619365,42.114524207011684,0
78.0,24.73498233215548,57.20595658758203,0
82.0,34.253931722286154,43.46221710778673,0
78.00000000000001,24.721746575342465,27.04815924657534,1
78.99999999999999,24.233576642335766,55.65912408759125,0
91.0,24.53464322647363,46.25129265770424,0
75.0,18.474175135737156,31.61367116803564,0
83.0,50.277659120034166,75.86416061512175,0
88.0,15.98153112898421,45.22028596961573,0
82.0,24.363636363636363,35.328863636363636,0
90.0,13.288230788869033,33.817972938473325,0
90.99999999999999,21.045197740112993,22.73143664245359,0
84.0,12.845809601301871,12.51027257933279,0
82.0,16.717874570757274,26.253750225917223,0
81.0,29.864451246174028,29.265631832094446,0
78.99999999999999,32.13068181818181,67.02954545454546,0
90.99999999999999,20.205479452054796,31.47203196347032,0
84.0,12.450800314877984,21.408947782734188,0
88.0,43.572621035058425,84.59198664440736,0
92.0,19.918410783965946,49.91220290883292,0
77.0,13.449751358852783,14.66566439227478,1
82.0,9.799876212089952,22.532700639570873,0
76.0,10.031700582881685,16.512424583290723,1
89.0,10.926942567567567,34.39980996621622,0
78.0,18.352553542009883,35.81219110378913,0
82.0,20.40625729628765,40.10880224141956,0
81.0,55.07929704243464,80.21003000428632,0
75.0,29.98160637645616,26.146229307173513,1
91.0,17.59379042690815,31.71264553686934,0
77.99999999999999,11.534468438538207,22.509759136212622,1
71.0,12.519542994588093,15.238725195429945,1
82.0,13.873256667482261,24.84462931245412,0
77.0,9.82298951048951,27.986778846153843,1
88.0,31.171267756633608,42.43554006968641,0
95.0,20.241627808393385,27.43704959728699,0
85.00000000000001,29.266589057043074,44.02165308498254,0
72.0,27.357774968394438,46.324146649810366,0
80.0,12.88832913518052,18.500419815281276,0
86.00000000000001,11.56166219839142,18.4325290437891,0
79.0,25.25551371705218,32.832974717590105,0
76.0,46.42419288925215,49.13935431140172,0
94.0,10.643153526970954,31.24719917012448,0
89.0,43.31320103537533,114.2528041415013,0
82.0,28.512639623750736,41.0273368606702,0
78.99999999999999,20.69515871608441,22.14630253591062,1
82.0,23.063646170442286,26.01812297734628,0
87.0,38.63553447646844,63.05581904414447,0
88.99999999999999,16.575744859420897,35.49825150370681,0
87.0,17.019595448798988,26.7051201011378,0
88.0,15.06209270871757,35.42014016967908,0
89.0,16.84115523465704,26.449819494584837,0
95.0,19.599514563106794,50.37965210355987,0
90.0,27.138810198300284,89.33257790368272,0
78.99999999999999,16.9055279321439,19.01477040070196,1
91.0,16.84675087505707,35.04930756353675,0
94.0,52.87408759124088,59.746350364963504,0
85.0,31.216526396327467,34.89058913542464,0
79.0,13.589781672360019,21.75835437397891,1
83.0,24.404272801972063,44.34161873459326,0
89.0,14.135749209088294,27.489646246764455,0
87.00000000000001,9.678416821273963,32.123995052566485,0
88.99999999999999,28.3496118206862,50.59028299524167,0
91.0,21.00465869961515,43.70508405914523,0
81.0,20.18824433346139,19.685747214752208,0
85.0,11.944146079484426,25.9828141783029,0
77.99999999999999,21.523311897106108,35.611736334405144,0
84.0,13.34513274336283,28.56117994100295,0
75.0,27.622641509433965,34.69509433962264,0
76.99999999999999,13.548466559921172,16.907254588003447,1
82.0,19.493006993006993,16.251748251748253,0
92.0,37.53572562718323,106.04858685296918,0
93.0,14.857227840571088,22.670434265318264,0
90.99999999999999,11.937403000517332,34.10256078634247,0
77.99999999999999,10.412573673870334,12.095750180953365,1
95.0,20.747422680412374,41.12352724594992,0
80.0,53.18833415719229,67.0919426594167,0
84.00000000000001,39.510939510939515,70.4148434148434,0
72.0,54.51532725766363,76.72825186412592,0
84.0,17.666963490650044,48.63490650044523,0
89.0,21.23022847100176,33.4908611599297,0
78.0,38.70229007633588,62.699236641221376,0
86.0,21.009856475877573,27.12035275808404,0
78.0,22.975609756097562,56.26902439024391,0
75.0,15.898587085699194,26.748316387164927,1
72.00000000000001,17.82555657212565,31.727355901189387,0
91.0,25.93688362919132,53.65483234714004,0
80.0,17.28290366350068,23.936397557666215,0
87.0,18.685860889395666,16.562001140250857,0
77.0,29.062659195109525,32.31507896077432,0
87.00000000000001,21.316783594171614,26.158481741320383,0
83.0,13.02548182641314,22.112145906092355,0
71.0,11.044539905041827,17.762830657924486,1
83.0,22.454240783707142,47.399329724155706,0
71.0,32.26675648366453,76.51162007409903,0
93.0,21.14744468376738,39.41922850988839,0
85.0,29.44700460829493,43.3536866359447,0
91.0,59.378881987577635,40.114699792960664,0
90.0,33.441639590102476,65.74331417145713,0
84.0,39.93759750390016,53.27496099843994,0
86.0,12.293718817960855,20.80683126519125,0
88.0,18.960555273404438,29.638056543084478,0
73.0,13.753438359589898,33.2871967991998,0
92.0,19.4391880268364,42.71546533631516,0
90.99999999999999,26.539015853407456,34.85134856907556,0
85.00000000000001,29.399025446670272,76.13887384948566,0
75.0,25.36413862380713,22.904570567553993,1
93.0,27.402135231316727,50.362715576238706,0
80.0,10.950010820168794,25.0074659164683,0
84.0,10.892307692307693,22.515179487179488,0
84.0,35.8683314415437,83.72531214528945,0
91.0,30.56890012642225,61.817193426042984,0
89.0,13.965560901494047,37.983793365408964,0
83.0,26.255380200860834,64.01377331420373,0
89.00000000000001,15.437915742793793,27.189855875831487,0
86.0,42.81549354435652,89.40483132028322,0
91.0,10.870069605568446,25.136658932714617,0
86.00000000000001,26.519468186134855,33.40716999050332,0
85.00000000000001,40.25457438345266,70.81662688941925,0
88.0,17.439497506004066,20.072972473674486,0
74.0,34.590261282660336,58.70635391923991,0
71.0,31.266210799339778,32.43197359113417,0
78.99999999999999,18.427599933654008,16.706253109968486,1
86.0,16.082758620689656,30.89268965517241,0
71.00000000000001,27.116342236306025,29.61317338162064,0
79.0,22.5735830698127,39.293359279980535,0
82.0,14.097463948284435,22.60256091496768,0
91.0,48.35329341317365,101.29491017964072,0
85.0,15.469953775038519,18.997688751926038,0
94.0,47.00122399020808,124.41942064463485,0
83.0,37.05167173252279,55.83617021276596,0
88.00000000000001,14.753742677370363,24.07246691256238,0
85.0,37.31642189586115,39.895193591455275,0
88.0,17.776931861438904,50.86181956604492,0
76.0,15.88226505304049,28.02674435977887,0
92.0,21.79213002566296,41.043413173652695,0
94.0,40.20301445709013,69.82190095355276,0
75.0,20.897372335151214,46.475458601883986,0
73.0,19.55592105263158,13.06973684210526,1
93.0,22.849571952710967,69.26722380758255,0
92.0,11.992595530873992,30.77363480100489,0
80.0,11.132075471698114,19.490788013318532,0
72.0,31.941196124290013,35.307049782826596,0
73.0,36.88549618320611,35.302595419847336,0
83.0,15.092097445038622,39.51069518716578,0
84.0,13.495327102803738,18.994766355140186,0
77.0,14.744171964880412,24.27096578867696,1
74.0,32.5354609929078,53.83717494089835,0
72.00000000000001,26.011334766464728,18.38186437365644,1
76.0,10.953817591088418,16.973775818055234,1
95.0,14.195435927442949,19.969221767115272,0
87.0,13.891336270190896,23.46740088105727,0
84.0,55.982053838484546,61.260219341974086,0
83.0,14.34272584351191,20.70637320111259,0
82.0,15.847092605886576,31.648420674802587,0
80.0,22.408142142487495,28.430395031913058,0
72.00000000000001,29.356568364611256,33.088471849865954,0
94.0,30.99288586452212,89.13640581503248,0
80.0,16.080923356244327,16.86214498767994,0
82.0,13.804620094628445,21.83119955468967,0
73.0,43.44069128043991,75.1331500392773,0
80.0,13.788281359250455,12.72605230037757,0
74.0,25.289823958780595,33.85702018033491,0
78.0,19.85115957078574,42.96988577362409,0
87.99999999999999,42.02512371526456,62.462885420631906,0
80.0,14.70130678282514,33.28982576228998,0
92.0,12.724775224775225,18.590784215784215,0
78.0,39.4239162059936,45.79633401221996,0
95.0,52.876318312559924,88.34851390220518,0
90.0,17.256982368544236,23.743329692619756,0
85.00000000000001,26.456494325346785,37.72055485498108,0
94.0,45.811903012490816,79.91476855253491,0
78.0,14.801395598497047,21.197933440687063,1
89.0,34.72906403940887,70.48583743842364,0
71.00000000000001,28.971119133574007,36.55264741275572,0
88.00000000000001,18.302692055154303,40.36112934996717,0
84.0,47.7916194790487,60.53756134390337,0
89.0,8.494286581049652,29.380928304176358,0
74.0,30.128004995316893,54.45051514205432,0
78.0,15.435779816513762,9.949311926605505,1
78.0,13.283410138248847,10.145046082949309,1
90.0,21.15431645879188,37.88236732697481,0
80.0,15.415939499709133,20.97527632344386,0
89.0,19.313663946432307,23.778196275371414,0
85.0,23.0788675429727,38.840495449949444,0
84.0,10.177773157292858,18.041792286100428,0
89.0,16.859611935431275,51.64063264307842,0
72.0,15.747499324141659,29.157339821573398,0
76.0,17.264983267417097,21.052327350167328,1
93.0,13.921545803748108,28.871609824234667,0
93.0,11.308510638297872,18.911382978723402,0
86.0,28.076216712580347,32.273875114784204,0
82.0,30.027173913043477,44.10081521739131,0
93.0,11.02561506530323,28.723802774121697,0
80.0,50.57260650480989,51.34081539166285,0
90.0,16.037187681580477,30.567886887468525,0
91.0,37.09525306507388,82.7664256523106,0
86.00000000000001,25.358524926018667,55.435237878442976,0
95.0,55.578859060402685,51.125838926174495,0
75.0,16.87888198757764,24.705745341614907,1
90.99999999999999,50.712530712530715,92.42800982800983,0
83.0,19.782244556113902,29.187604690117254,0
84.0,14.378642092424448,34.12698197587749,0
71.0,17.93289015511238,22.920386198163975,1
72.99999999999999,12.720011832569147,18.98313858896613,1
82.0,23.81781981085117,31.402190144350424,0
81.0,26.818931010124793,38.29526724746881,0
77.0,12.631798726380625,18.837665727111393,1
84.0,14.51430011339297,16.569106715383644,0
83.0,33.02296710117939,26.235257603972684,0
80.0,11.96116953657691,15.005084941638739,0
74.0,12.506909894969597,20.241708126036485,1
71.00000000000001,38.88888888888889,42.711409395973156,0
82.0,13.465703971119133,12.588206979542718,0
72.0,37.46021642266072,44.25907065563335,0
82.0,49.26931106471816,107.05135699373696,0
76.0,33.38133640552996,40.25403225806451,0
77.99999999999999,23.731085998850794,38.52614441677839,0
85.0,12.90983606557377,17.31448087431694,0
92.0,25.384761542846284,48.920007600228004,0
85.0,11.484716157205241,23.099454148471615,0
82.0,22.587397948503245,36.70944107180239,0
74.0,22.11355609888617,58.66992665036675,0
95.0,9.728255379331245,12.774926760278815,0
81.0,46.73348181143282,63.382702301410546,0
71.0,44.31861079652699,53.14722536806341,0
90.99999999999999,34.96743229345218,34.85601645526226,0
88.99999999999999,35.929802955665025,88.47413793103448,0
81.0,27.182270465852554,45.15264586160109,0
95.0,12.325967556520629,24.06578107037936,0
84.0,14.47997059904447,29.133651843684916,0
83.0,25.77979205545188,71.21860837110103,0
73.0,30.109537803900615,39.286134117018435,0
86.0,41.33420536298234,49.858077174623936,0
86.0,12.38182372674596,9.461116193961574,0
85.00000000000001,28.274200613228206,23.209373631187034,0
77.0,32.6619488296135,29.94066412629287,0
83.0,18.479073243647235,40.76121076233184,0
86.0,11.377020423505826,20.802155118406215,0
74.0,18.065197706006643,13.09658919408391,1
74.0,26.825670027046968,23.748463240717975,1
79.0,12.052383875588296,24.560159607120934,1
92.0,15.46722626836193,18.32119491420812,0
79.0,27.148253068932952,38.80689329556185,0
84.00000000000001,12.78894472361809,21.809798994974873,0
84.0,21.55831739961759,35.2189292543021,0
85.00000000000001,24.267100977198698,45.53013029315961,0
82.0,12.647422217230147,16.68111872402561,0
87.00000000000001,18.047253060062623,39.384571591232564,0
83.0,14.323915823741427,13.5585397046855,0
83.0,15.13695338779433,16.26573762614128,0
76.0,26.08862459236524,27.07423748321504,1
81.0,17.68610715979137,21.340603761656393,0
73.0,19.230769230769234,20.187812187812188,1
76.0,12.50855968956859,24.34535494179411,1
88.0,22.684703433922998,20.333818938605617,0
83.0,15.297982167996246,26.27577037384639,0
88.99999999999999,18.890294024660133,24.28865001580778,0
90.99999999999999,11.869918699186991,42.78021680216802,0
94.0,24.883359253499222,33.253693623639194,0
94.0,13.649625776988456,21.229861727768615,0
74.0,15.652557319223986,20.01822457378013,1
95.0,39.90461049284579,72.14785373608903,0
89.0,11.903386108863979,19.816826534150007,0
83.0,20.40165165165165,18.41966966966967,0
82.0,13.829669722743843,11.024632718435877,0
92.0,21.10192837465565,50.56565656565657,0
93.0,31.522019057429823,55.31728045325779,0
77.0,26.153846153846157,67.48163265306121,0
84.0,20.343316289262237,38.63732651570489,0
72.0,11.03957783641161,25.6090765171504,1
84.0,51.12945264986968,86.71894005212857,0
81.0,12.702335351538366,18.15457803039664,0
80.0,34.22797600252605,62.11209346384591,0
94.0,13.401187446988974,40.816935255866554,0
73.0,13.013168086754453,21.57152078492125,1
78.99999999999999,21.305637982195847,15.202967359050445,1
88.0,52.92860196665241,51.41513467293714,0
78.0,12.201345395499883,26.564834145209932,1
93.0,14.227899329707855,21.285063867459215,0
92.0,14.112564502580103,22.22764910596424,0
72.00000000000001,28.605987299667373,33.54520713637738,0
89.0,15.949901916402595,33.32759921533122,0
83.0,11.798624972277667,20.4560878243513,0
74.0,13.689195006457167,15.508071459319844,1
90.0,53.64727608494921,86.27377654662973,0
86.99999999999999,13.096222773642127,22.85470085470086,0
83.0,29.68789013732834,29.92259675405743,0
82.0,13.915903890160184,18.228403890160184,0
94.0,29.332996462860027,46.19151086407277,0
81.0,11.985361390667887,9.938700823421774,0
71.0,16.410898841215158,22.410742248668967,1
75.0,20.07498295841854,25.89093387866394,1
88.99999999999999,25.465230166503428,26.703819784524974,0
80.0,13.482119551031063,19.287261811537455,0
77.0,12.395487723954878,26.902455209024552,1
89.0,11.300231644677208,17.772988216335985,0
86.0,18.60793227778649,25.499921617808436,0
87.0,14.384932313125368,32.278752207180695,0
77.0,12.950717404865877,24.022582657517155,1
95.0,26.936619718309856,53.7118544600939,0
87.00000000000001,12.952544031311156,22.070327788649706,0
89.0,18.651338366506522,32.968085106382986,0
76.99999999999999,11.78465015925203,18.98263639165725,1
77.0,25.32611370908196,41.84174255476249,0
95.0,17.031051964512038,42.63957541191381,0
74.0,12.450932286555446,25.298822374877332,1
94.0,15.167364016736402,42.45109832635983,0
78.99999999999999,21.044176706827308,37.045983935742974,0
74.0,17.189240808530958,26.942543371001115,1
82.0,21.059410722910965,27.43922073740138,0
73.0,25.34608608104707,27.55172413793104,1
71.0,29.888432178508513,44.071051086318256,0
75.0,14.233576642335766,16.06275017659524,1
85.99999999999999,22.02370100273473,20.368824065633547,0
94.0,10.540512501296815,33.056022408963585,0
71.0,40.98528908655491,26.795757783099557,1
89.0,39.3312101910828,64.68152866242039,0
73.00000000000001,40.63856168629882,56.52758834469932,0
71.0,20.331885856079403,29.610732009925556,0
87.0,11.422892552320823,17.803694610078335,0
78.0,21.933649289099527,19.69042654028436,1
77.0,18.457907159716758,14.19543666404406,1
71.0,21.475442433883476,31.430503082123685,0
81.0,24.0625626629236,50.855624624022454,0
77.0,12.550124634225643,17.095589032188144,1
74.00000000000001,13.503824091778203,23.150812619502865,1
79.0,38.74488403819918,80.44156434743066,0
82.0,14.23066336361134,14.652215799614646,0
77.0,37.139648071883194,51.001871958068136,0
86.0,14.799693799438632,18.86169941311559,0
75.99999999999999,15.387596899224807,20.15206718346253,1
91.0,10.349476304054754,11.689308306543607,0
92.0,15.271565495207668,24.27297124600639,0
80.0,27.76659959758551,50.78822937625754,0
78.0,19.95903928504934,46.38558927574009,0
93.0,16.107472263066434,22.277503007619302,0
89.99999999999999,15.20213832275309,24.006014032743067,0
82.0,12.13731533638006,18.29950047826549,0
89.99999999999999,14.83637304359074,25.90570430733411,0
82.0,12.33568075117371,16.777347417840378,0
92.0,25.165876777251185,39.94454976303318,0
81.0,28.8135593220339,49.456066012488854,0
87.0,14.141546526867627,28.33250327653997,0
83.0,13.051146384479717,19.68191721132898,0
93.0,22.203171881697386,37.96849549935705,0
76.0,50.250113688040024,96.04729422464756,0
76.0,49.5590088198236,40.64384712305754,0
94.0,14.311870613365885,24.06774488861764,0
76.0,19.270625747309687,29.39557592666401,0
90.0,31.091011871113622,38.35076314301865,0
95.0,18.364244451200975,42.23776223776224,0
77.0,14.26712409795339,14.01762687803147,1
85.00000000000001,14.66372657111356,18.773822649236102,0
89.99999999999999,18.62287177941841,43.33403646225704,0
88.0,11.658570437196392,17.748207263474438,0
93.0,12.287104622871047,13.650851581508514,0
82.0,62.45039682539682,76.70585317460318,0
81.0,11.95689556345294,25.020635102602316,0
88.0,23.57705779334501,66.72745183887916,0
84.0,18.74285714285714,37.95561904761905,0
89.99999999999999,17.88434414668547,23.33441466854725,0
93.0,28.2501235788433,83.46094908551656,0
87.0,13.0213872149356,15.622119815668201,0
87.00000000000001,23.835491933651443,26.228811633719605,0
86.0,47.02467343976778,93.62264150943396,0
75.0,17.30134932533733,39.43148425787106,0
72.0,13.397502601456814,19.597944849115507,1
87.0,37.881508078994614,34.92172351885099,0
89.0,14.645816314622476,12.172598903022521,0
78.99999999999999,20.279870828848225,26.31840688912809,1
71.00000000000001,35.60348089292471,78.67574725690504,0
79.0,54.33414043583535,90.39176755447942,0
71.0,15.457203615098353,10.28030303030303,1
85.0,15.768854064642507,29.234451518119492,0
93.0,41.79856115107914,43.67985611510791,0
92.0,23.198701035112645,31.83397605033489,0
91.0,29.630665920537215,59.031057638500286,0
82.0,9.924664264657714,18.971394257014957,0
94.0,14.253336691009821,24.31012339461093,0
93.0,50.97108329736728,56.28010358221839,0
88.99999999999999,16.175277251825804,27.79875574790371,0
80.0,15.674443550549746,30.378385626173237,0
83.0,12.401384083044983,33.801107266435984,0
80.0,11.494485480117374,16.48386117575635,0
88.0,10.25,31.193928571428568,0
75.0,16.586921850079744,45.74074074074074,0
84.0,11.833960432091272,17.62738196383056,0
87.0,14.669503923394068,25.898656736268123,0
74.0,14.363778298204528,15.525593844095015,1
72.0,15.443686006825939,17.050097513408094,1
87.0,29.749670619235836,59.52173913043478,0
73.0,32.11415904682738,45.28456636187309,0
73.00000000000001,23.703395126015415,28.855655071860024,0
81.0,22.05607476635514,50.0570093457944,0
89.0,30.831099195710454,63.84932975871314,0
77.0,11.436140854398941,19.796224748868525,1
82.0,23.819845857418112,33.16209055876686,0
89.0,20.050761421319795,45.13430626057529,0
87.0,38.60079779073335,58.18502608162013,0
71.00000000000001,16.200545702592088,27.71606412005457,1
89.0,12.340425531914894,25.598096304591262,0
93.0,17.522714630076024,51.69108103096607,0
83.0,13.99097356544165,15.523533204384268,0
87.0,10.328920978740474,8.954572803850782,0
81.0,29.580745341614907,51.828416149068325,0
81.0,13.45937429664641,21.94902093180284,0
81.0,21.278478212784783,51.98230479982304,0
87.0,13.386173491853809,21.656685747835024,0
81.0,45.54280670785525,88.477493380406,0
84.0,13.520906604142244,18.56532499674352,0
88.0,12.562677869630031,18.914893617021278,0
75.0,15.531490453120547,22.90638358506697,1
77.0,16.500968366688184,36.44028405422854,0
76.0,11.889174655132102,19.361702127659576,1
73.0,20.071198508221734,25.0615358535345,1
95.0,17.973977695167285,25.500371747211897,0
94.0,24.641909814323608,71.73607427055703,0
85.00000000000001,14.46145043627521,35.357030467744245,0
91.0,31.19055428009183,56.48048540505083,0
76.99999999999999,15.806172483415057,35.70190366310932,0
74.0,20.30888030888031,24.42992277992278,1
76.0,19.405664140406863,24.60410849621061,1
89.0,18.651685393258425,36.473984442523765,0
86.00000000000001,13.886563415655088,18.033591460862286,0
88.0,21.603285127655774,31.539367970005355,0
87.0,42.772361169987285,70.49554896142433,0
94.0,39.56043956043956,107.54604016672982,0
83.0,19.46983546617916,25.50091407678245,0
75.0,29.577944179714088,51.649081007488086,0
76.0,37.17160424818334,47.4885410844047,0
73.0,26.061459066385172,28.42247243725076,0
